Country,Year,Arrivals,Occupation
China,2020,644511,Labourers production and service workers
China,2020,1614,Agricultural workers
China,2020,3602,Government
China,2020,8080,House wife
China,2020,226965,Students
China,2020,42820,Retired
China,2020,1082,Others
China,2020,63,Not stated
HongKong,2020,131988,Total
HongKong,2020,23289,Professional
HongKong,2020,18096,Administrative and managerial
HongKong,2020,22792,Commercial personal and clerical
HongKong,2020,29782,Labourers production and service workers
HongKong,2020,75,Agricultural workers
HongKong,2020,900,Government
HongKong,2020,8485,House wife
HongKong,2020,20741,Students
HongKong,2020,7822,Retired
HongKong,2020,0,Others
HongKong,2020,6,Not stated
Japan,2020,314044,Total
Japan,2020,34766,Professional
Japan,2020,29839,Administrative and managerial
Japan,2020,30777,Commercial personal and clerical
Japan,2020,147521,Labourers production and service workers
Japan,2020,728,Agricultural workers
Japan,2020,682,Government
Japan,2020,11603,House wife
Japan,2020,43357,Students
Japan,2020,14766,Retired
Japan,2020,0,Others
Japan,2020,5,Not stated
Korea,2020,262313,Total
Korea,2020,36491,Professional
Korea,2020,19212,Administrative and managerial
Korea,2020,47681,Commercial personal and clerical
Korea,2020,77250,Labourers production and service workers
Korea,2020,1146,Agricultural workers
Korea,2020,444,Government
Korea,2020,23164,House wife
Korea,2020,48661,Students
Korea,2020,8223,Retired
Korea,2020,32,Others
Korea,2020,9,Not stated
Taiwan,2020,114275,Total
Taiwan,2020,16596,Professional
Taiwan,2020,11396,Administrative and managerial
Taiwan,2020,23151,Commercial personal and clerical
Taiwan,2020,28866,Labourers production and service workers
Taiwan,2020,62,Agricultural workers
Taiwan,2020,120,Government
Taiwan,2020,3653,House wife
Taiwan,2020,24172,Students
Taiwan,2020,6163,Retired
Taiwan,2020,87,Others
Taiwan,2020,9,Not stated
Others in East,2020,15299,Total
Others in East,2020,3404,Professional
Others in East,2020,1701,Administrative and managerial
Others in East,2020,1806,Commercial personal and clerical
Others in East,2020,3741,Labourers production and service workers
Others in East,2020,4,Agricultural workers
Others in East,2020,124,Government
Others in East,2020,333,House wife
Others in East,2020,3180,Students
Others in East,2020,1003,Retired
Others in East,2020,1,Others
Others in East,2020,2,Not stated
Austria,2020,34599,Total
Austria,2020,6762,Professional
Austria,2020,5206,Administrative and managerial
Austria,2020,1909,Commercial personal and clerical
Austria,2020,11249,Labourers production and service workers
Austria,2020,173,Agricultural workers
Austria,2020,56,Government
Austria,2020,142,House wife
Austria,2020,3548,Students
Austria,2020,5550,Retired
Austria,2020,0,Others
Austria,2020,4,Not stated
Belgium,2020,25872,Total
Belgium,2020,5284,Professional
Belgium,2020,3693,Administrative and managerial
Belgium,2020,1417,Commercial personal and clerical
Belgium,2020,9073,Labourers production and service workers
Belgium,2020,39,Agricultural workers
Belgium,2020,85,Government
Belgium,2020,256,House wife
Belgium,2020,2222,Students
Belgium,2020,3792,Retired
Belgium,2020,0,Others
Belgium,2020,11,Not stated
Denmark,2020,62962,Total
Denmark,2020,12060,Professional
Denmark,2020,7469,Administrative and managerial
Denmark,2020,3342,Commercial personal and clerical
Denmark,2020,15576,Labourers production and service workers
Denmark,2020,200,Agricultural workers
Denmark,2020,81,Government
Denmark,2020,199,House wife
Denmark,2020,14224,Students
Denmark,2020,9797,Retired
Denmark,2020,11,Others
Denmark,2020,3,Not stated
Finland,2020,57927,Total
Finland,2020,11646,Professional
Finland,2020,7935,Administrative and managerial
Finland,2020,3735,Commercial personal and clerical
Finland,2020,17902,Labourers production and service workers
Finland,2020,183,Agricultural workers
Finland,2020,57,Government
Finland,2020,133,House wife
Finland,2020,10258,Students
Finland,2020,6066,Retired
Finland,2020,9,Others
Finland,2020,3,Not stated
France,2020,231614,Total
France,2020,46332,Professional
France,2020,30155,Administrative and managerial
France,2020,13311,Commercial personal and clerical
France,2020,71619,Labourers production and service workers
France,2020,278,Agricultural workers
France,2020,293,Government
France,2020,722,House wife
France,2020,35959,Students
France,2020,32939,Retired
France,2020,0,Others
France,2020,6,Not stated
Germany,2020,231260,Total
Germany,2020,48223,Professional
Germany,2020,35441,Administrative and managerial
Germany,2020,13360,Commercial personal and clerical
Germany,2020,74298,Labourers production and service workers
Germany,2020,377,Agricultural workers
Germany,2020,558,Government
Germany,2020,2054,House wife
Germany,2020,28346,Students
Germany,2020,28568,Retired
Germany,2020,33,Others
Germany,2020,2,Not stated
Ireland,2020,9714,Total
Ireland,2020,3118,Professional
Ireland,2020,1333,Administrative and managerial
Ireland,2020,735,Commercial personal and clerical
Ireland,2020,2586,Labourers production and service workers
Ireland,2020,63,Agricultural workers
Ireland,2020,53,Government
Ireland,2020,148,House wife
Ireland,2020,717,Students
Ireland,2020,958,Retired
Ireland,2020,0,Others
Ireland,2020,3,Not stated
Italy,2020,58327,Total
Italy,2020,10667,Professional
Italy,2020,7690,Administrative and managerial
Italy,2020,3299,Commercial personal and clerical
Italy,2020,22653,Labourers production and service workers
Italy,2020,229,Agricultural workers
Italy,2020,66,Government
Italy,2020,632,House wife
Italy,2020,5949,Students
Italy,2020,7140,Retired
Italy,2020,0,Others
Italy,2020,2,Not stated
Netherlands,2020,50441,Total
Netherlands,2020,11961,Professional
Netherlands,2020,7855,Administrative and managerial
Netherlands,2020,2503,Commercial personal and clerical
Netherlands,2020,13766,Labourers production and service workers
Netherlands,2020,36,Agricultural workers
Netherlands,2020,236,Government
Netherlands,2020,579,House wife
Netherlands,2020,5499,Students
Netherlands,2020,8000,Retired
Netherlands,2020,0,Others
Netherlands,2020,6,Not stated
Norway,2020,39082,Total
Norway,2020,7212,Professional
Norway,2020,3975,Administrative and managerial
Norway,2020,2220,Commercial personal and clerical
Norway,2020,11064,Labourers production and service workers
Norway,2020,80,Agricultural workers
Norway,2020,69,Government
Norway,2020,249,House wife
Norway,2020,6499,Students
Norway,2020,7711,Retired
Norway,2020,0,Others
Norway,2020,3,Not stated
Russian,2020,586381,Total
Russian,2020,118575,Professional
Russian,2020,157772,Administrative and managerial
Russian,2020,38498,Commercial personal and clerical
Russian,2020,142736,Labourers production and service workers
Russian,2020,414,Agricultural workers
Russian,2020,246,Government
Russian,2020,4762,House wife
Russian,2020,99148,Students
Russian,2020,24189,Retired
Russian,2020,39,Others
Russian,2020,2,Not stated
Spain,2020,26499,Total
Spain,2020,7140,Professional
Spain,2020,3743,Administrative and managerial
Spain,2020,1990,Commercial personal and clerical
Spain,2020,8317,Labourers production and service workers
Spain,2020,33,Agricultural workers
Spain,2020,167,Government
Spain,2020,148,House wife
Spain,2020,2833,Students
Spain,2020,2123,Retired
Spain,2020,0,Others
Spain,2020,5,Not stated
Sweden,2020,108921,Total
Sweden,2020,18757,Professional
Sweden,2020,13266,Administrative and managerial
Sweden,2020,6610,Commercial personal and clerical
Sweden,2020,33967,Labourers production and service workers
Sweden,2020,433,Agricultural workers
Sweden,2020,214,Government
Sweden,2020,419,House wife
Sweden,2020,20896,Students
Sweden,2020,14352,Retired
Sweden,2020,0,Others
Sweden,2020,7,Not stated
Switzerland,2020,54006,Total
Switzerland,2020,11942,Professional
Switzerland,2020,7475,Administrative and managerial
Switzerland,2020,3184,Commercial personal and clerical
Switzerland,2020,16265,Labourers production and service workers
Switzerland,2020,121,Agricultural workers
Switzerland,2020,128,Government
Switzerland,2020,761,House wife
Switzerland,2020,5457,Students
Switzerland,2020,8670,Retired
Switzerland,2020,0,Others
Switzerland,2020,3,Not stated
UnitedKingdom,2020,215861,Total
UnitedKingdom,2020,57956,Professional
UnitedKingdom,2020,34152,Administrative and managerial
UnitedKingdom,2020,13933,Commercial personal and clerical
UnitedKingdom,2020,51929,Labourers production and service workers
UnitedKingdom,2020,360,Agricultural workers
UnitedKingdom,2020,1344,Government
UnitedKingdom,2020,3008,House wife
UnitedKingdom,2020,15324,Students
UnitedKingdom,2020,37809,Retired
UnitedKingdom,2020,37,Others
UnitedKingdom,2020,9,Not stated
EastEurope,2020,211106,Total
EastEurope,2020,55318,Professional
EastEurope,2020,42150,Administrative and managerial
EastEurope,2020,14463,Commercial personal and clerical
EastEurope,2020,58041,Labourers production and service workers
EastEurope,2020,409,Agricultural workers
EastEurope,2020,189,Government
EastEurope,2020,1395,House wife
EastEurope,2020,29804,Students
EastEurope,2020,9305,Retired
EastEurope,2020,29,Others
EastEurope,2020,3,Not stated
Others in Europe,2020,47166,Total
Others in Europe,2020,13540,Professional
Others in Europe,2020,7383,Administrative and managerial
Others in Europe,2020,3575,Commercial personal and clerical
Others in Europe,2020,13440,Labourers production and service workers
Others in Europe,2020,110,Agricultural workers
Others in Europe,2020,189,Government
Others in Europe,2020,618,House wife
Others in Europe,2020,4460,Students
Others in Europe,2020,3840,Retired
Others in Europe,2020,3,Others
Others in Europe,2020,8,Not stated
Argentina,2020,12461,Total
Argentina,2020,4287,Professional
Argentina,2020,1083,Administrative and managerial
Argentina,2020,655,Commercial personal and clerical
Argentina,2020,4057,Labourers production and service workers
Argentina,2020,8,Agricultural workers
Argentina,2020,16,Government
Argentina,2020,42,House wife
Argentina,2020,2015,Students
Argentina,2020,293,Retired
Argentina,2020,0,Others
Argentina,2020,5,Not stated
Brazil,2020,18200,Total
Brazil,2020,7221,Professional
Brazil,2020,2269,Administrative and managerial
Brazil,2020,1459,Commercial personal and clerical
Brazil,2020,3562,Labourers production and service workers
Brazil,2020,30,Agricultural workers
Brazil,2020,234,Government
Brazil,2020,118,House wife
Brazil,2020,2453,Students
Brazil,2020,845,Retired
Brazil,2020,0,Others
Brazil,2020,9,Not stated
Canada,2020,55984,Total
Canada,2020,13240,Professional
Canada,2020,7413,Administrative and managerial
Canada,2020,4258,Commercial personal and clerical
Canada,2020,14185,Labourers production and service workers
Canada,2020,203,Agricultural workers
Canada,2020,89,Government
Canada,2020,786,House wife
Canada,2020,5349,Students
Canada,2020,10434,Retired
Canada,2020,0,Others
Canada,2020,27,Not stated
USA,2020,208608,Total
USA,2020,57497,Professional
USA,2020,29030,Administrative and managerial
USA,2020,14688,Commercial personal and clerical
USA,2020,49115,Labourers production and service workers
USA,2020,250,Agricultural workers
USA,2020,1475,Government
USA,2020,3183,House wife
USA,2020,22494,Students
USA,2020,30807,Retired
USA,2020,60,Others
USA,2020,9,Not stated
Others in America,2020,15997,Total
Others in America,2020,6341,Professional
Others in America,2020,1937,Administrative and managerial
Others in America,2020,1015,Commercial personal and clerical
Others in America,2020,3419,Labourers production and service workers
Others in America,2020,12,Agricultural workers
Others in America,2020,41,Government
Others in America,2020,223,House wife
Others in America,2020,2422,Students
Others in America,2020,577,Retired
Others in America,2020,9,Others
Others in America,2020,1,Not stated
Bangladesh,2020,22913,Total
Bangladesh,2020,1665,Professional
Bangladesh,2020,2156,Administrative and managerial
Bangladesh,2020,5876,Commercial personal and clerical
Bangladesh,2020,4987,Labourers production and service workers
Bangladesh,2020,11,Agricultural workers
Bangladesh,2020,129,Government
Bangladesh,2020,3649,House wife
Bangladesh,2020,4147,Students
Bangladesh,2020,291,Retired
Bangladesh,2020,0,Others
Bangladesh,2020,2,Not stated
India,2020,265223,Total
India,2020,30089,Professional
India,2020,22367,Administrative and managerial
India,2020,89258,Commercial personal and clerical
India,2020,66755,Labourers production and service workers
India,2020,413,Agricultural workers
India,2020,804,Government
India,2020,19695,House wife
India,2020,30499,Students
India,2020,5315,Retired
India,2020,27,Others
India,2020,1,Not stated
Nepal,2020,10396,Total
Nepal,2020,1474,Professional
Nepal,2020,1045,Administrative and managerial
Nepal,2020,2841,Commercial personal and clerical
Nepal,2020,2271,Labourers production and service workers
Nepal,2020,47,Agricultural workers
Nepal,2020,63,Government
Nepal,2020,660,House wife
Nepal,2020,1823,Students
Nepal,2020,170,Retired
Nepal,2020,0,Others
Nepal,2020,2,Not stated
Pakistan,2020,11519,Total
Pakistan,2020,1802,Professional
Pakistan,2020,1299,Administrative and managerial
Pakistan,2020,2966,Commercial personal and clerical
Pakistan,2020,2407,Labourers production and service workers
Pakistan,2020,22,Agricultural workers
Pakistan,2020,70,Government
Pakistan,2020,1104,House wife
Pakistan,2020,1693,Students
Pakistan,2020,155,Retired
Pakistan,2020,0,Others
Pakistan,2020,1,Not stated
SriLanka,2020,8375,Total
SriLanka,2020,1808,Professional
SriLanka,2020,1454,Administrative and managerial
SriLanka,2020,1950,Commercial personal and clerical
SriLanka,2020,1585,Labourers production and service workers
SriLanka,2020,6,Agricultural workers
SriLanka,2020,18,Government
SriLanka,2020,277,House wife
SriLanka,2020,972,Students
SriLanka,2020,303,Retired
SriLanka,2020,0,Others
SriLanka,2020,2,Not stated
Others in Asia,2020,8462,Total
Others in Asia,2020,1441,Professional
Others in Asia,2020,1059,Administrative and managerial
Others in Asia,2020,1042,Commercial personal and clerical
Others in Asia,2020,1964,Labourers production and service workers
Others in Asia,2020,87,Agricultural workers
Others in Asia,2020,264,Government
Others in Asia,2020,367,House wife
Others in Asia,2020,2041,Students
Others in Asia,2020,194,Retired
Others in Asia,2020,3,Others
Others in Asia,2020,0,Not stated
Australia,2020,123743,Total
Australia,2020,27582,Professional
Australia,2020,19457,Administrative and managerial
Australia,2020,7882,Commercial personal and clerical
Australia,2020,30783,Labourers production and service workers
Australia,2020,355,Agricultural workers
Australia,2020,455,Government
Australia,2020,1618,House wife
Australia,2020,23930,Students
Australia,2020,11679,Retired
Australia,2020,0,Others
Australia,2020,2,Not stated
NewZealand,2020,13773,Total
NewZealand,2020,3545,Professional
NewZealand,2020,2195,Administrative and managerial
NewZealand,2020,1196,Commercial personal and clerical
NewZealand,2020,2956,Labourers production and service workers
NewZealand,2020,42,Agricultural workers
NewZealand,2020,25,Government
NewZealand,2020,232,House wife
NewZealand,2020,2621,Students
NewZealand,2020,949,Retired
NewZealand,2020,5,Others
NewZealand,2020,7,Not stated
Others in Oceania,2020,1458,Total
Others in Oceania,2020,406,Professional
Others in Oceania,2020,218,Administrative and managerial
Others in Oceania,2020,98,Commercial personal and clerical
Others in Oceania,2020,335,Labourers production and service workers
Others in Oceania,2020,0,Agricultural workers
Others in Oceania,2020,10,Government
Others in Oceania,2020,16,House wife
Others in Oceania,2020,200,Students
Others in Oceania,2020,173,Retired
Others in Oceania,2020,2,Others
Others in Oceania,2020,0,Not stated
Egypt,2020,3084,Total
Egypt,2020,867,Professional
Egypt,2020,491,Administrative and managerial
Egypt,2020,199,Commercial personal and clerical
Egypt,2020,844,Labourers production and service workers
Egypt,2020,3,Agricultural workers
Egypt,2020,4,Government
Egypt,2020,37,House wife
Egypt,2020,460,Students
Egypt,2020,177,Retired
Egypt,2020,0,Others
Egypt,2020,2,Not stated
Israel,2020,29568,Total
Israel,2020,6556,Professional
Israel,2020,4252,Administrative and managerial
Israel,2020,2204,Commercial personal and clerical
Israel,2020,8766,Labourers production and service workers
Israel,2020,297,Agricultural workers
Israel,2020,49,Government
Israel,2020,99,House wife
Israel,2020,5073,Students
Israel,2020,2269,Retired
Israel,2020,0,Others
Israel,2020,3,Not stated
Kuwait,2020,11149,Total
Kuwait,2020,2001,Professional
Kuwait,2020,1008,Administrative and managerial
Kuwait,2020,411,Commercial personal and clerical
Kuwait,2020,3612,Labourers production and service workers
Kuwait,2020,0,Agricultural workers
Kuwait,2020,22,Government
Kuwait,2020,318,House wife
Kuwait,2020,2852,Students
Kuwait,2020,924,Retired
Kuwait,2020,0,Others
Kuwait,2020,1,Not stated
SaudiArabia,2020,6372,Total
SaudiArabia,2020,1831,Professional
SaudiArabia,2020,737,Administrative and managerial
SaudiArabia,2020,519,Commercial personal and clerical
SaudiArabia,2020,1739,Labourers production and service workers
SaudiArabia,2020,5,Agricultural workers
SaudiArabia,2020,13,Government
SaudiArabia,2020,162,House wife
SaudiArabia,2020,1192,Students
SaudiArabia,2020,169,Retired
SaudiArabia,2020,0,Others
SaudiArabia,2020,5,Not stated
UnitedArabEmirates,2020,9550,Total
UnitedArabEmirates,2020,1968,Professional
UnitedArabEmirates,2020,1436,Administrative and managerial
UnitedArabEmirates,2020,1075,Commercial personal and clerical
UnitedArabEmirates,2020,2880,Labourers production and service workers
UnitedArabEmirates,2020,1,Agricultural workers
UnitedArabEmirates,2020,23,Government
UnitedArabEmirates,2020,433,House wife
UnitedArabEmirates,2020,1332,Students
UnitedArabEmirates,2020,400,Retired
UnitedArabEmirates,2020,0,Others
UnitedArabEmirates,2020,2,Not stated
Others in Middle East,2020,25507,Total
Others in Middle East,2020,6149,Professional
Others in Middle East,2020,3406,Administrative and managerial
Others in Middle East,2020,1947,Commercial personal and clerical
Others in Middle East,2020,7753,Labourers production and service workers
Others in Middle East,2020,36,Agricultural workers
Others in Middle East,2020,83,Government
Others in Middle East,2020,801,House wife
Others in Middle East,2020,3750,Students
Others in Middle East,2020,1549,Retired
Others in Middle East,2020,33,Others
Others in Middle East,2020,0,Not stated
SouthAfrica,2020,9692,Total
SouthAfrica,2020,2981,Professional
SouthAfrica,2020,1616,Administrative and managerial
SouthAfrica,2020,1031,Commercial personal and clerical
SouthAfrica,2020,1834,Labourers production and service workers
SouthAfrica,2020,37,Agricultural workers
SouthAfrica,2020,17,Government
SouthAfrica,2020,261,House wife
SouthAfrica,2020,1308,Students
SouthAfrica,2020,604,Retired
SouthAfrica,2020,0,Others
SouthAfrica,2020,3,Not stated
Others in Africa,2020,15371,Total
Others in Africa,2020,3649,Professional
Others in Africa,2020,2237,Administrative and managerial
Others in Africa,2020,2500,Commercial personal and clerical
Others in Africa,2020,3660,Labourers production and service workers
Others in Africa,2020,36,Agricultural workers
Others in Africa,2020,102,Government
Others in Africa,2020,363,House wife
Others in Africa,2020,2120,Students
Others in Africa,2020,691,Retired
Others in Africa,2020,12,Others
Others in Africa,2020,1,Not stated
